Year,Country,Value
2003,Tunisia,0.07977986427096238
2004,Tunisia,0.05561720770351439
2005,Tunisia,0.05436842345461725
2006,Tunisia,0.05864597927291952
2007,Tunisia,0.053106589594026386
2008,Tunisia,0.06635478313494474
2009,Tunisia,0.05864962807552928
2010,Tunisia,0.13129082101790673
2011,Tunisia,0.16732560100432836
2012,Tunisia,0.12099280909301786
2013,Tunisia,0.10333899784136316
2014,Tunisia,0.13153456816500475
2015,Tunisia,0.1354484581361813
2016,Tunisia,0.1334740768595053
2017,Tunisia,0.14995761709873642
2018,Tunisia,0.11903050514483353
2019,Tunisia,0.1534242147457627
2020,Tunisia,0.091712105
2021,Tunisia,0.08516731501549465
2022,Tunisia,0.14583110297879362
2023,Tunisia,0.0
2024,Tunisia,0.0
2000,Turkey,0.005079512264044217
2001,Turkey,0.002222063006859699
2002,Turkey,0.0026626733666629035
2003,Turkey,0.0022679389898897406
2004,Turkey,0.021643950781767632
2005,Turkey,0.03624414352295552
2006,Turkey,0.04391930328522357
2007,Turkey,0.04188967031224496
2008,Turkey,0.06017639745796743
2009,Turkey,0.04162435226414603
2010,Turkey,0.07776810150985729
2011,Turkey,0.09689477101941045
2012,Turkey,0.1254237867177764
2013,Turkey,0.12872894737555027
2014,Turkey,0.20029980991124943
2015,Turkey,0.14546807041012338
2016,Turkey,0.20512572462573334
2017,Turkey,0.20913506492412784
2018,Turkey,0.23560797911100315
2019,Turkey,0.24954476261252084
2020,Turkey,0.14434543195266272
2021,Turkey,0.28939292056074767
2022,Turkey,0.49715698961937715
2023,Turkey,0.0
2024,Turkey,0.0
2000,China,0.022244300853923017
2001,China,0.018538749279873798
2002,China,0.018022116678352178
2003,China,0.025935053721198913
2004,China,0.04067344255559951
2005,China,0.05757737464646682
2006,China,0.10523373204790627
2007,China,0.19444603007409852
2008,China,0.2859836077210111
2009,China,0.34153405902155143
2010,China,0.5912550836032353
2011,China,1.0583883158101786
2012,China,1.1567959355907715
2013,China,1.130469190015787
2014,China,1.0852968616405763
2015,China,1.4635849822827016
2016,China,1.686678366272488
2017,China,1.9837171399723847
2018,China,2.015870890242104
2019,China,1.7119390834354686
2020,China,1.2808171239983368
2021,China,1.1844343774032782
2022,China,1.0064989801372255
2023,China,0.7809727027384452
2024,China,1.1244813541122833
2000,Hong Kong,8.897231472272011
2001,Hong Kong,9.309654289398955
2002,Hong Kong,8.717233718317845
2003,Hong Kong,8.605151284989603
2004,Hong Kong,11.450696526322265
2005,Hong Kong,12.834598636605
2006,Hong Kong,15.364635879880664
2007,Hong Kong,29.161079435554505
2008,Hong Kong,52.078403251205515
2009,Hong Kong,73.27564152710617
2010,Hong Kong,125.96535195716756
2011,Hong Kong,175.49881960700392
2012,Hong Kong,143.65100648874903
2013,Hong Kong,141.7958889388421
2014,Hong Kong,148.17408652640992
2015,Hong Kong,187.9676157797228
2016,Hong Kong,208.7930817502646
2017,Hong Kong,205.50680682491105
2018,Hong Kong,205.6594749353577
2019,Hong Kong,149.98608880605795
2020,Hong Kong,129.0733811916679
2021,Hong Kong,181.98047308464382
2022,Hong Kong,136.60281034020895
2023,Hong Kong,0.0
2024,Hong Kong,0.0
2000,India,0.001517505565535417
2001,India,0.001525527695032433
2002,India,0.0006173103443495175
2003,India,0.0016475524281733063
2004,India,0.004322936817260632
2005,India,0.008162726482218684
2006,India,0.008930598847540931
2007,India,0.014255792857082788
2008,India,0.011518686571935456
2009,India,0.007469516204612603
2010,India,0.00850869265807351
2011,India,0.01756013667552776
2012,India,0.019475283641615534
2013,India,0.019066988339880225
2014,India,0.015023945265705047
2015,India,0.017340374045278426
2016,India,0.015611262284875391
2017,India,0.01779280239536461
2018,India,0.019976775030528384
2019,India,0.015718515244040235
2020,India,0.009433713456168231
2021,India,0.01670438973239837
2022,India,0.023431611364133822
2023,India,0.0
2024,India,0.0
2000,Japan,6.225165514625426
2001,Japan,6.141721267409445
2002,Japan,6.2432484295424855
2003,Japan,7.015390223770257
2004,Japan,8.19112805238309
2005,Japan,8.003382589520724
2006,Japan,9.054794537149267
2007,Japan,9.637187484063519
2008,Japan,10.263334783005346
2009,Japan,8.25277585184257
2010,Japan,8.968629410358506
2011,Japan,10.207086266765215
2012,Japan,12.103096629939108
2013,Japan,12.097689243340769
2014,Japan,12.602898445158422
2015,Japan,11.497227555415606
2016,Japan,11.8112294840717
2017,Japan,12.755283467071447
2018,Japan,13.380759568034646
2019,Japan,14.392554351559182
2020,Japan,12.498344799022547
2021,Japan,13.69700119363197
2022,Japan,15.151928361743193
2023,Japan,14.287205763068497
2024,Japan,13.268365211348412
2000,Korea,0.42322283224985346
2001,Korea,0.4910039968307518
2002,Korea,0.6216522556274987
2003,Korea,0.9630469465035025
2004,Korea,1.2147977701350727
2005,Korea,1.41272925332545
2006,Korea,1.844083333744369
2007,Korea,3.1182523005053375
2008,Korea,3.440407549582012
2009,Korea,2.3143565495024605
2010,Korea,2.3127220794803156
2011,Korea,2.417537037793108
2012,Korea,2.9669115348625144
2013,Korea,3.4300634659161306
2014,Korea,3.6086013021568237
2015,Korea,3.7220675658098226
2016,Korea,3.7311297738857214
2017,Korea,4.077492002122977
2018,Korea,4.7216676309917975
2019,Korea,5.0045519704291355
2020,Korea,6.365497157322213
2021,Korea,10.800830381720568
2022,Korea,11.224919165781598
2023,Korea,9.78864115406184
2024,Korea,8.855717545148691
2000,Malaysia,0.43586553149576285
2001,Malaysia,0.38955053934017636
2002,Malaysia,0.5236834960170769
2003,Malaysia,0.7996956596966749
2004,Malaysia,1.5605579497961708
2005,Malaysia,1.2755975882302475
2006,Malaysia,1.2466892420439488
2007,Malaysia,1.5638585638327451
2008,Malaysia,1.523082342725843
2009,Malaysia,1.6782669182956613
2010,Malaysia,1.7698473462266224
2011,Malaysia,2.704688880084257
2012,Malaysia,2.7379440635478947
2013,Malaysia,2.4814508936219357
2014,Malaysia,2.5685107605638207
2015,Malaysia,3.02982060880466
2016,Malaysia,3.094405016135991
2017,Malaysia,2.995741262628376
2018,Malaysia,3.1393638434123434
2019,Malaysia,2.8302157401778154
2020,Malaysia,2.002236479086005
2021,Malaysia,2.4684205872164258
2022,Malaysia,3.7894920219051733
2023,Malaysia,0.0
2024,Malaysia,0.0
2000,Philippines,0.14080618448161536
2001,Philippines,0.10843180211068017
2002,Philippines,0.12235873715473924
2003,Philippines,0.18259563621265837
2004,Philippines,0.12831013647359707
2005,Philippines,0.13418539532996918
2006,Philippines,0.14329621218942704
2007,Philippines,0.1478092504093589
2008,Philippines,0.1854856818362872
2009,Philippines,0.18138303331013506
2010,Philippines,0.2084709220020929
2011,Philippines,0.21811765728141913
2012,Philippines,0.22864908925900426
2013,Philippines,0.20285835699826105
2014,Philippines,0.2457137995004511
2015,Philippines,0.3207372822829242
2016,Philippines,0.3209022787083931
2017,Philippines,0.3695060961671829
2018,Philippines,0.33712962852434014
2019,Philippines,0.3988943929104993
2020,Philippines,0.21449657125948474
2021,Philippines,0.2694168741768992
2022,Philippines,0.4976492137779432
2023,Philippines,0.0
2024,Philippines,0.0
2000,Singapore,27.084303406661114
2001,Singapore,26.589426369473504
2002,Singapore,28.274078156595706
2003,Singapore,34.4277719158336
2004,Singapore,49.26258104770711
2005,Singapore,68.16333928895104
2006,Singapore,69.183830991202
2007,Singapore,85.40256908505228
2008,Singapore,84.46197732226469
2009,Singapore,55.38483215133044
2010,Singapore,72.16084857249014
2011,Singapore,90.67029150155717
2012,Singapore,88.11012888021185
2013,Singapore,96.27304730173825
2014,Singapore,112.88353176100932
2015,Singapore,93.03565935542153
2016,Singapore,85.72160680106015
2017,Singapore,101.01583863403629
2018,Singapore,113.25534761025233
2019,Singapore,105.87143420885533
2020,Singapore,91.42133111399495
2021,Singapore,143.50305129866967
2022,Singapore,150.68380444247788
2023,Singapore,0.0
2024,Singapore,0.0
2000,Taiwan,1.3613140884654111
2001,Taiwan,1.2558923124282875
2002,Taiwan,1.0554252462525395
2003,Taiwan,1.7123814397485737
2004,Taiwan,2.5656409285798385
2005,Taiwan,3.1244974514730592
2006,Taiwan,3.2785610318385277
2007,Taiwan,5.091466710945849
2008,Taiwan,4.6130325038300075
2009,Taiwan,2.9640147956425427
2010,Taiwan,3.971523300668356
2011,Taiwan,5.340605085224107
2012,Taiwan,5.590198544089918
2013,Taiwan,5.976511223039312
2014,Taiwan,6.302227397679902
2015,Taiwan,6.214407874605858
2016,Taiwan,6.357421617971429
2017,Taiwan,6.338468112265595
2018,Taiwan,6.322128772027007
2019,Taiwan,6.308421900948312
2020,Taiwan,6.296842077026792
2021,Taiwan,6.286695441290815
2022,Taiwan,6.4047822374039285
2023,Taiwan,0.0
2024,Taiwan,0.0
2000,Thailand,0.14113650723455418
2001,Thailand,0.11332305167147809
2002,Thailand,0.11618966413370499
2003,Thailand,0.1204903793256355
2004,Thailand,0.16324926861089323
2005,Thailand,0.1737277976805113
2006,Thailand,0.24963990619655374
2007,Thailand,0.3472860611132336
2008,Thailand,0.48380887784835064
2009,Thailand,0.484017573245777
2010,Thailand,0.4685479807494277
2011,Thailand,0.6447266061429037
2012,Thailand,0.685469066532838
2013,Thailand,0.7462064217228277
2014,Thailand,0.7538063058984209
2015,Thailand,0.7099285594554571
2016,Thailand,0.707024370672855
2017,Thailand,0.6861619570679525
2018,Thailand,1.0101405624765405
2019,Thailand,0.8306642870005612
2020,Thailand,0.6869074344877198
2021,Thailand,0.7305431303202131
2022,Thailand,1.6227517376455007
2023,Thailand,0.0
2024,Thailand,0.0
